Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Summer     ,Uttar Pradesh,995.2,7307.01,2.479047619,East,Clay,Rice,378.5326112,24.82321797,18.01,84.85,FALSE,TRUE,Cloudy,114,3.815327774
Kharif     ,Uttar Pradesh,995.2,545.4,0.282903226,West,Clay,Soybean,306.9324285,25.15129337,18.15,83.52,FALSE,TRUE,Rainy,141,3.812003383
Kharif     ,Uttar Pradesh,995.2,79207.2,0.140298507,South,Sandy,Cotton,709.7006519,21.80306431,18.19,83.4,FALSE,TRUE,Rainy,65,4.512360149
Kharif     ,Uttar Pradesh,995.2,2032.02,0.775909091,East,Silt,Rice,408.3627521,34.53285989,18.38,82.11,FALSE,FALSE,Rainy,139,3.004730237
Summer     ,Uttar Pradesh,995.2,14.31,1.423333333,South,Sandy,Soybean,147.2278696,30.06417378,18.18,82.79,FALSE,FALSE,Sunny,82,1.424922311
Kharif     ,Uttar Pradesh,995.2,6885.54,0.57,North,Silt,Soybean,520.4615657,38.84939677,18.2,85.07,FALSE,FALSE,Cloudy,141,2.728311898
Kharif     ,Uttar Pradesh,995.2,601581.6,59.1904,North,Sandy,Barley,541.9759654,20.20915967,18.7,84.12,TRUE,TRUE,Sunny,81,6.414094518
Summer     ,Uttar Pradesh,995.2,850.23,1.573888889,North,Silt,Soybean,152.4112904,18.9416788,18.24,84.54,TRUE,TRUE,Sunny,128,4.419985624
Kharif     ,Uttar Pradesh,995.2,4365.9,13.21790323,East,Sandy,Cotton,724.6409061,29.13598964,18.31,84.63,TRUE,FALSE,Sunny,113,5.312890097
Rabi       ,Uttar Pradesh,995.2,6867.45,5.3975,South,Sandy,Rice,862.1982855,38.89056123,18.4,85.43,TRUE,TRUE,Cloudy,75,8.101132526
Summer     ,Uttar Pradesh,995.2,293.76,3.04625,East,Chalky,Cotton,620.9413798,25.36729441,18.22,84.36,FALSE,TRUE,Rainy,125,5.10030081
Rabi       ,Uttar Pradesh,995.2,484.65,2.928604651,South,Loam,Rice,468.1680882,30.27226703,18.37,83.43,FALSE,FALSE,Rainy,107,3.904411676
Kharif     ,Uttar Pradesh,995.2,134163.27,0.506891892,West,Silt,Cotton,813.2820638,27.11947728,18.28,84.39,FALSE,TRUE,Sunny,86,5.645538008
Summer     ,Uttar Pradesh,995.2,12174.84,0.615873016,East,Sandy,Maize,476.7869353,36.93990414,18.35,84.24,TRUE,FALSE,Cloudy,100,4.763085673
Rabi       ,Uttar Pradesh,995.2,2656583.19,3.2156,North,Sandy,Rice,981.6881411,17.49486445,18.49,85.33,FALSE,FALSE,Rainy,87,4.71241998
Kharif     ,Uttarakhand,1735.4,629.1,0.793076923,West,Clay,Cotton,971.1713341,33.06073432,18.41,85.45,FALSE,FALSE,Rainy,72,6.079181226
Kharif     ,Uttarakhand,1735.4,0.27,1,South,Peaty,Cotton,684.1341775,28.83558083,18.34,85.77,TRUE,TRUE,Cloudy,100,6.787903625
Rabi       ,Uttarakhand,1735.4,5755.59,1.491538462,East,Chalky,Soybean,746.6553474,20.99488556,18.43,85.76,FALSE,FALSE,Sunny,105,4.048909753
Whole Year ,Uttarakhand,1735.4,856.71,5.58173913,South,Peaty,Maize,527.3618073,22.91556093,18.43,84.36,FALSE,FALSE,Rainy,141,2.889817284
Rabi       ,Uttarakhand,1735.4,153.63,0.729090909,South,Peaty,Soybean,526.8726032,21.50367177,18.22,84.03,TRUE,FALSE,Cloudy,137,4.071623554
Kharif     ,Uttarakhand,1735.4,328.86,1.152857143,East,Peaty,Cotton,824.9723671,19.57499615,18.38,86.04,FALSE,FALSE,Rainy,77,5.092254227
Kharif     ,Uttarakhand,1735.4,2841.21,0.792727273,East,Loam,Maize,195.719682,38.094126,18.37,85.98,TRUE,TRUE,Sunny,104,4.939005752
Rabi       ,Uttarakhand,1735.4,0.54,0.5,South,Loam,Cotton,635.4665689,19.41535532,18.19,86.02,TRUE,FALSE,Cloudy,89,4.680305962
Kharif     ,Uttarakhand,1735.4,6354.18,1.412307692,South,Peaty,Cotton,669.8059533,23.88669097,18.27,84.48,FALSE,FALSE,Rainy,99,4.272286413
Summer     ,Uttarakhand,1735.4,12.96,2.4325,West,Chalky,Maize,852.4161785,25.78808166,18.58,85.54,FALSE,FALSE,Cloudy,70,5.15391598
Rabi       ,Uttarakhand,1735.4,2656.53,0.836153846,North,Sandy,Rice,769.6025542,24.47720162,18.67,85.16,FALSE,TRUE,Rainy,71,5.976505948
Kharif     ,Uttarakhand,1735.4,4.05,0.525,South,Silt,Cotton,544.7075849,27.08463685,18.5,84.92,FALSE,FALSE,Rainy,135,3.287102315
Summer     ,Uttarakhand,1735.4,2.7,0.5,North,Clay,Wheat,256.920394,37.47674393,18.51,86.09,FALSE,TRUE,Sunny,107,3.347134523
Kharif     ,Uttarakhand,1735.4,7.29,0.26,West,Sandy,Wheat,814.6144917,37.65505961,17.72,86.03,TRUE,TRUE,Rainy,94,7.081879797
Whole Year ,Uttarakhand,1735.4,636.93,5.754166667,North,Silt,Barley,876.1445955,35.57656301,17.54,86.1,TRUE,TRUE,Sunny,140,8.007190364
Rabi       ,Uttarakhand,1735.4,2.16,0.723333333,North,Silt,Soybean,367.0130354,30.40219588,17.81,85.51,TRUE,FALSE,Cloudy,62,3.197612926
Kharif     ,Uttarakhand,1735.4,3484.62,0.875,West,Silt,Barley,561.2669567,24.99407881,17.61,84.23,TRUE,FALSE,Sunny,140,5.719222118
Rabi       ,Uttarakhand,1735.4,1685.88,0.742307692,South,Sandy,Barley,596.4688982,29.90807466,17.61,85.42,FALSE,TRUE,Sunny,145,5.475530406
Kharif     ,Uttarakhand,1735.4,2496.42,9.480909091,North,Peaty,Maize,666.7891413,37.72827983,17.7,84.98,FALSE,FALSE,Sunny,121,4.539285377
Rabi       ,Uttarakhand,1735.4,1365.66,10.64153846,South,Chalky,Maize,368.9775207,36.42274955,18.09,84.67,FALSE,TRUE,Cloudy,64,3.856493168
Kharif     ,Uttarakhand,1735.4,29337.12,1.480909091,South,Peaty,Wheat,147.6576575,35.42645713,18.3,83.44,FALSE,FALSE,Sunny,116,0.884568087
Rabi       ,Uttarakhand,1735.4,3256.47,0.698461538,East,Sandy,Soybean,790.4980745,37.06844914,17.8,83.65,FALSE,TRUE,Rainy,95,6.344087318
Kharif     ,Uttarakhand,1735.4,66678.93,1.736153846,South,Loam,Maize,681.4229924,31.18724039,17.94,83.45,FALSE,TRUE,Rainy,146,4.827559608
Summer     ,Uttarakhand,1735.4,3353.4,3.353333333,South,Chalky,Soybean,482.5788374,16.37909259,18.03,85.48,FALSE,TRUE,Rainy,149,3.439973706
Kharif     ,Uttarakhand,1735.4,485.46,0.274615385,North,Silt,Cotton,210.1785086,33.36457914,18.01,84.85,TRUE,TRUE,Cloudy,142,4.994832115
Kharif     ,Uttarakhand,1735.4,16776.45,1.187272727,South,Sandy,Rice,412.7496089,19.27917044,18.15,83.52,FALSE,FALSE,Cloudy,77,2.799064543
Kharif     ,Uttarakhand,1735.4,2476.44,1.109166667,South,Silt,Barley,178.6362404,34.19997074,18.19,83.4,TRUE,FALSE,Sunny,116,3.100662416
Whole Year ,Uttarakhand,1735.4,28754.73,58.4,East,Sandy,Cotton,490.49906,23.96643843,18.38,82.11,TRUE,FALSE,Sunny,122,4.84599674
Kharif     ,Uttarakhand,1735.4,10.8,0.992,East,Sandy,Cotton,530.1381984,17.00323179,18.18,82.79,TRUE,FALSE,Sunny,142,4.898903545
Whole Year ,Uttarakhand,1735.4,1.62,3.67,North,Peaty,Wheat,147.3823002,38.0993712,18.2,85.07,FALSE,TRUE,Sunny,74,2.390742149
Whole Year ,Uttarakhand,1735.4,189.54,1.918,North,Silt,Barley,317.3008215,20.59073974,18.7,84.12,FALSE,FALSE,Sunny,65,1.914347641
Kharif     ,Uttarakhand,1735.4,3005.64,0.793076923,East,Clay,Maize,679.3072104,21.82539428,18.24,84.54,TRUE,FALSE,Cloudy,61,5.995392785
Summer     ,Uttarakhand,1735.4,17.82,0.41,East,Sandy,Rice,818.4579233,26.16456089,18.31,84.63,FALSE,FALSE,Cloudy,103,4.835642944
Rabi       ,Uttarakhand,1735.4,92781.99,1.978461538,West,Chalky,Rice,895.1529283,16.31504036,18.4,85.43,TRUE,FALSE,Sunny,65,6.197999689
Kharif     ,Uttarakhand,1735.4,16.47,0.6,South,Clay,Maize,215.2532265,17.65532797,18.22,83.4,FALSE,FALSE,Rainy,90,1.517509742
Rabi       ,Uttarakhand,1735.4,133.38,0.474,North,Peaty,Rice,371.043581,28.91249887,18.37,82.11,FALSE,TRUE,Cloudy,136,3.969318853
Rabi       ,Jharkhand,1253.6,10727.37,1.660869565,North,Peaty,Wheat,560.9534721,36.65757601,18.28,82.79,TRUE,TRUE,Rainy,111,6.616262682
Rabi       ,Jharkhand,1253.6,10265.67,0.990416667,South,Chalky,Rice,572.8761418,23.75456782,18.35,85.07,TRUE,TRUE,Rainy,140,5.952197166
Autumn     ,Jharkhand,1253.6,23180.58,1.467916667,South,Loam,Maize,103.2460228,22.47559619,18.49,84.12,TRUE,TRUE,Sunny,92,3.528683258
Rabi       ,Jharkhand,1253.6,2859.84,0.774444444,North,Loam,Soybean,707.2023563,26.88445438,18.41,84.54,FALSE,FALSE,Rainy,113,4.376819075
Rabi       ,Jharkhand,1253.6,982.8,21.76956522,East,Chalky,Barley,561.7353548,24.52584947,18.34,84.63,FALSE,FALSE,Rainy,98,3.583734598
Rabi       ,Jharkhand,1253.6,4703.67,6.32375,East,Clay,Wheat,477.5005363,39.53530308,18.43,85.43,FALSE,TRUE,Sunny,116,5.10694859
Winter     ,Jharkhand,1253.6,6089.04,7.315,South,Peaty,Cotton,717.7254783,37.24817512,18.43,84.36,FALSE,FALSE,Cloudy,66,4.273536391
Autumn     ,Jharkhand,1253.6,5994.54,1.137222222,North,Loam,Maize,604.9704918,22.4049416,18.22,83.43,FALSE,TRUE,Cloudy,124,4.618486057
Rabi       ,Jharkhand,1253.6,8577.9,0.986521739,South,Peaty,Soybean,274.1906428,27.36983766,18.38,84.39,TRUE,TRUE,Cloudy,82,4.896772912
Autumn     ,Jharkhand,1253.6,41598.36,0.854782609,East,Silt,Maize,623.9384948,15.29871559,18.37,84.24,FALSE,FALSE,Sunny,106,3.42426572
Winter     ,Jharkhand,1253.6,251929.71,1.422083333,West,Silt,Soybean,763.5510864,27.86423235,18.19,85.33,FALSE,FALSE,Cloudy,97,2.840523985
Whole Year ,Jharkhand,1253.6,269.46,49.495,West,Silt,Maize,813.9380915,24.94453141,18.27,85.45,FALSE,FALSE,Sunny,111,4.651860887
Rabi       ,Jharkhand,1253.6,19852.29,1.550416667,East,Clay,Soybean,255.2842988,24.56982619,18.58,85.77,TRUE,TRUE,Sunny,125,4.570837019
Rabi       ,West Bengal,1939.9,400.41,1.383333333,South,Silt,Wheat,156.5983224,30.4027617,18.67,85.76,TRUE,FALSE,Sunny,75,2.147153504
Kharif     ,West Bengal,1939.9,38.88,0.33,West,Sandy,Soybean,280.249106,37.38243386,18.5,84.36,FALSE,TRUE,Rainy,104,3.811836202
Rabi       ,West Bengal,1939.9,637.47,1.40125,East,Peaty,Barley,793.9853951,33.79159067,18.51,84.03,FALSE,FALSE,Cloudy,90,5.518012182
Kharif     ,West Bengal,1939.9,20.52,0.59,North,Peaty,Cotton,753.2801017,29.22289448,17.72,86.04,TRUE,FALSE,Rainy,124,4.587758347
Whole Year ,West Bengal,1939.9,7911,12507.61667,South,Loam,Cotton,137.0641031,17.7990515,17.54,85.98,TRUE,TRUE,Sunny,137,4.287274445
Kharif     ,West Bengal,1939.9,98.28,3.43,South,Sandy,Rice,579.7871114,27.47593479,17.81,86.02,TRUE,FALSE,Sunny,72,5.336471833
Rabi       ,West Bengal,1939.9,6723.81,1.124166667,West,Silt,Barley,638.4728449,37.624492,17.61,84.48,FALSE,FALSE,Sunny,80,3.814231196
Autumn     ,West Bengal,1939.9,513.81,0.968888889,South,Sandy,Wheat,640.0112618,19.88338614,17.61,85.54,TRUE,FALSE,Cloudy,135,5.317388521
Rabi       ,West Bengal,1939.9,3231.63,1.690833333,West,Chalky,Soybean,288.4441053,29.00969157,17.7,85.16,TRUE,FALSE,Cloudy,135,3.361417792
Summer     ,West Bengal,1939.9,14858.37,2.4125,West,Clay,Cotton,632.4540342,17.49051053,18.09,84.92,TRUE,TRUE,Sunny,73,6.275506857
Kharif     ,West Bengal,1939.9,521.37,0.564444444,East,Silt,Maize,677.3307774,36.77133859,18.3,86.09,FALSE,FALSE,Rainy,71,4.184730186
Kharif     ,West Bengal,1939.9,6.75,0.28,West,Loam,Rice,891.3840987,33.47342446,17.8,86.03,FALSE,FALSE,Sunny,141,4.860443302
Kharif     ,West Bengal,1939.9,152929.08,16.96777778,North,Clay,Cotton,203.0719993,29.44699157,17.94,86.1,TRUE,TRUE,Sunny,100,4.232609266
Rabi       ,West Bengal,1939.9,8296.56,1.117333333,South,Silt,Maize,275.0665455,23.49883553,18.03,85.51,TRUE,TRUE,Sunny,87,5.079542575
Rabi       ,West Bengal,1939.9,1165.05,0.367692308,West,Chalky,Soybean,752.9882666,24.6103061,18.01,84.23,FALSE,FALSE,Rainy,61,5.236013871
Autumn     ,West Bengal,1939.9,11799.27,2.767777778,South,Loam,Wheat,875.726687,16.8146553,18.15,85.42,TRUE,TRUE,Sunny,62,6.716207619
Rabi       ,West Bengal,1939.9,12654.63,3.530833333,West,Peaty,Barley,166.2580797,36.95539961,18.19,84.98,FALSE,TRUE,Cloudy,84,2.766766579
Summer     ,West Bengal,1939.9,14400.18,2.987222222,East,Silt,Soybean,244.2707918,15.80136585,18.38,84.67,TRUE,TRUE,Sunny,105,4.114558136
Rabi       ,West Bengal,1939.9,17674.74,0.841666667,North,Loam,Cotton,102.2658075,24.82404283,18.18,83.44,TRUE,TRUE,Cloudy,81,3.083993076
Kharif     ,West Bengal,1939.9,2279.61,11.676,South,Clay,Barley,280.7098348,38.67679978,18.2,83.65,TRUE,FALSE,Rainy,88,3.692107215
Kharif     ,West Bengal,1939.9,263.52,0.687777778,East,Loam,Maize,146.8285991,35.57829329,18.7,83.45,FALSE,FALSE,Sunny,101,2.150031787
Rabi       ,West Bengal,1939.9,540.81,0.733,South,Chalky,Soybean,673.2774218,24.8324851,18.24,85.48,FALSE,FALSE,Sunny,97,4.373131804
Summer     ,West Bengal,1939.9,5790.42,0.804705882,East,Loam,Maize,986.3012984,37.78979218,18.31,84.85,FALSE,FALSE,Rainy,127,5.754398425
Rabi       ,West Bengal,1939.9,4.05,0.87,North,Loam,Soybean,334.1818406,36.29491651,18.4,83.52,FALSE,TRUE,Cloudy,147,4.250163226
Kharif     ,West Bengal,1939.9,911.25,0.565,West,Chalky,Rice,760.4958575,22.89234502,18.22,83.4,FALSE,FALSE,Rainy,149,2.496133985
Rabi       ,West Bengal,1939.9,83.97,0.4775,East,Loam,Soybean,118.0280001,16.01371292,18.37,82.11,FALSE,FALSE,Sunny,70,1.129984605
Kharif     ,West Bengal,1939.9,237.33,0.536666667,South,Chalky,Maize,527.2207182,35.27452901,18.28,82.79,FALSE,TRUE,Rainy,119,3.771528381
Rabi       ,West Bengal,1939.9,3418.47,1.246666667,South,Sandy,Barley,851.8992593,35.81967117,18.35,85.07,TRUE,TRUE,Cloudy,87,7.189987529
Rabi       ,West Bengal,1939.9,110632.23,25.34722222,East,Chalky,Cotton,360.8124848,27.77414263,18.49,84.12,FALSE,FALSE,Cloudy,73,2.527003813
Summer     ,West Bengal,1939.9,660.42,12,North,Silt,Barley,489.9531478,38.43501525,18.41,84.54,TRUE,FALSE,Rainy,88,3.814595046
Rabi       ,West Bengal,1939.9,2728.89,0.694,North,Sandy,Maize,613.7570017,29.22732026,18.34,84.63,TRUE,TRUE,Cloudy,115,6.313581454
Rabi       ,West Bengal,1939.9,121119.57,0.993888889,West,Clay,Rice,502.579231,18.19631118,18.43,85.43,TRUE,FALSE,Sunny,148,3.773849461
Autumn     ,West Bengal,1939.9,56709.72,2.252777778,West,Sandy,Maize,687.885032,32.13986318,18.43,84.36,FALSE,FALSE,Rainy,94,3.774916017
Summer     ,West Bengal,1939.9,347488.65,3.127222222,South,Silt,Soybean,545.495546,38.01228163,18.22,83.43,TRUE,FALSE,Sunny,129,4.038553744
Winter     ,West Bengal,1939.9,1084497.12,2.626111111,South,Sandy,Maize,695.9147242,18.11825805,18.38,84.39,FALSE,TRUE,Sunny,121,4.445221409
Rabi       ,West Bengal,1939.9,127.44,0.806666667,West,Chalky,Cotton,876.9625458,17.23270503,18.37,84.24,FALSE,FALSE,Rainy,127,5.22580797
Kharif     ,West Bengal,1939.9,211.14,4.332857143,West,Sandy,Rice,720.0105512,29.52881988,18.19,85.33,FALSE,TRUE,Rainy,73,5.411805386
Autumn     ,West Bengal,1939.9,287.55,0.697777778,West,Chalky,Wheat,306.1325857,24.06388434,18.27,85.45,TRUE,FALSE,Rainy,67,3.181456936
Summer     ,West Bengal,1939.9,57005.37,0.872352941,East,Sandy,Rice,496.8394973,22.59172258,18.58,85.77,FALSE,TRUE,Rainy,76,2.879384973
Winter     ,West Bengal,1939.9,279.99,0.668571429,West,Loam,Soybean,631.6879864,19.20143951,18.67,85.76,TRUE,FALSE,Sunny,62,4.528338544
Autumn     ,West Bengal,1939.9,266.22,0.53,East,Silt,Maize,798.792553,38.29567717,18.5,84.36,TRUE,FALSE,Cloudy,116,6.218959726
Rabi       ,West Bengal,1939.9,137.7,0.985,East,Clay,Cotton,808.6773339,20.92506592,18.51,84.03,FALSE,FALSE,Sunny,145,3.765359624
Kharif     ,West Bengal,1939.9,157.14,0.6225,West,Silt,Barley,687.5143145,18.13793655,17.72,86.04,FALSE,FALSE,Rainy,103,4.719809659
Whole Year ,West Bengal,1939.9,4595.67,104.2206667,North,Clay,Wheat,955.8366016,31.21606077,17.54,85.98,FALSE,TRUE,Cloudy,96,6.265469159
Kharif     ,West Bengal,1939.9,1737.18,1.242666667,North,Loam,Rice,702.2587868,23.21472737,17.81,86.02,FALSE,TRUE,Cloudy,82,5.163996536
Whole Year ,West Bengal,1939.9,3393.9,1.1625,South,Clay,Rice,525.2551249,19.87464923,17.61,84.48,TRUE,FALSE,Rainy,83,4.977406544
Kharif     ,West Bengal,1939.9,16315.29,0.575,West,Chalky,Rice,601.7557065,19.06970187,17.61,85.54,FALSE,TRUE,Cloudy,63,5.516812765
Rabi       ,West Bengal,1939.9,2598.75,0.69375,South,Sandy,Maize,761.5551834,22.83896236,17.7,85.16,TRUE,TRUE,Cloudy,110,6.840137135
Rabi       ,West Bengal,1939.9,89499.87,2.538888889,West,Sandy,Maize,605.3128494,39.22698295,18.09,84.92,FALSE,FALSE,Cloudy,145,4.072334318
Kharif     ,Bihar,1061,6550.83,1.456756757,South,Silt,Wheat,144.6759432,33.86863646,18.3,86.09,TRUE,TRUE,Sunny,100,3.748841302
Kharif     ,Bihar,1061,1085.04,1.117142857,East,Sandy,Cotton,639.814378,30.18974352,17.8,86.03,TRUE,FALSE,Sunny,60,5.974540565
Rabi       ,Bihar,1061,3996.96,1.101034483,West,Peaty,Cotton,373.3952954,25.6152407,17.94,86.1,FALSE,TRUE,Sunny,115,3.708033166
Kharif     ,Bihar,1061,31.68,0.9875,North,Silt,Wheat,419.7795687,31.69873254,18.03,85.51,FALSE,TRUE,Cloudy,142,4.214735205
Rabi       ,Bihar,1061,19800.66,0.941333333,West,Clay,Wheat,515.2954725,39.37669833,18.01,84.23,FALSE,TRUE,Sunny,108,4.6038216
Kharif     ,Bihar,1061,189.42,1.017142857,South,Loam,Rice,468.3906014,38.20579698,18.15,85.42,FALSE,FALSE,Rainy,71,2.954997579
Kharif     ,Bihar,1061,2744.94,0.964736842,South,Sandy,Wheat,936.1429719,34.25901647,18.19,84.98,TRUE,TRUE,Sunny,76,8.350709811
Kharif     ,Bihar,1061,478.83,1.075,South,Peaty,Maize,829.5174119,35.88342837,18.38,84.67,FALSE,TRUE,Cloudy,61,6.385985426
Kharif     ,Bihar,1061,31284.33,14.64727273,South,Sandy,Soybean,370.9293429,18.46022258,18.18,83.44,TRUE,FALSE,Rainy,109,4.119461637
Rabi       ,Bihar,1061,20018.13,0.885428571,South,Peaty,Maize,533.5797503,19.89000535,18.2,83.65,TRUE,TRUE,Sunny,99,6.033843726
Rabi       ,Bihar,1061,5424.87,0.864705882,South,Loam,Soybean,402.151253,24.37219504,18.7,83.45,TRUE,TRUE,Sunny,126,5.617246678
Autumn     ,Bihar,1061,91547.28,2.717368421,North,Chalky,Cotton,993.7555893,27.87566161,18.24,85.48,FALSE,FALSE,Cloudy,114,5.605077424
Rabi       ,Bihar,1061,83066.28,3.269705882,South,Sandy,Maize,430.9857434,21.28937688,18.31,84.85,FALSE,TRUE,Rainy,60,3.973515458
Summer     ,Bihar,1061,58537.38,3.988378378,North,Loam,Rice,837.7303374,35.51431411,18.4,83.52,TRUE,TRUE,Cloudy,109,7.037706115
Rabi       ,Bihar,1061,50460.96,0.826315789,West,Sandy,Wheat,239.0762909,33.7460487,18.22,83.4,TRUE,FALSE,Sunny,94,3.196226123
Kharif     ,Bihar,1061,5402.1,13.15894737,East,Silt,Barley,349.7891218,28.45717028,18.37,82.11,TRUE,FALSE,Sunny,70,4.277263922
Kharif     ,Bihar,1061,3635.28,0.7175,North,Clay,Barley,954.3558948,26.3166463,18.28,82.79,FALSE,TRUE,Sunny,96,6.342766984
Summer     ,Bihar,1061,51710.67,0.638918919,West,Silt,Rice,418.5606946,38.93670789,18.35,85.07,FALSE,TRUE,Rainy,85,3.634670454
Rabi       ,Bihar,1061,346.17,1,East,Sandy,Rice,340.5619816,18.45719199,18.49,84.12,TRUE,FALSE,Sunny,60,3.53608793
Kharif     ,Bihar,1061,892.98,0.850833333,North,Peaty,Soybean,336.3344446,19.71777214,18.41,84.54,TRUE,FALSE,Cloudy,149,3.670448219
Rabi       ,Bihar,1061,5656.86,0.989459459,North,Silt,Soybean,113.6054762,16.99840962,18.34,84.63,FALSE,FALSE,Cloudy,147,0.941313252
Kharif     ,Bihar,1061,2203.74,1.402692308,West,Peaty,Rice,937.1783513,20.03467907,18.43,85.43,TRUE,TRUE,Rainy,145,7.976375891
Rabi       ,Bihar,1061,27866.85,1.041891892,South,Silt,Wheat,282.8319369,20.85938839,18.43,84.36,FALSE,TRUE,Cloudy,67,2.489309516
Autumn     ,Bihar,1061,191772.24,1.738965517,North,Clay,Rice,812.7588511,16.51359088,18.22,83.43,FALSE,FALSE,Sunny,108,4.053475151
Summer     ,Bihar,1061,27147.45,1.971764706,North,Chalky,Rice,818.1985772,29.49944315,18.38,84.39,FALSE,FALSE,Sunny,91,4.564024274
Winter     ,Bihar,1061,857993.73,2.625263158,West,Sandy,Wheat,786.8024849,27.07512666,18.37,84.24,FALSE,FALSE,Rainy,67,4.947677853
Rabi       ,Bihar,1061,33.66,0.9,South,Chalky,Cotton,421.342021,37.59136076,18.19,85.33,TRUE,TRUE,Rainy,127,4.314527223
Kharif     ,Bihar,1061,449.46,0.821176471,East,Sandy,Cotton,201.7591893,36.69974939,18.27,85.45,TRUE,TRUE,Sunny,117,4.541870221
Kharif     ,Bihar,1061,965.58,0.899259259,South,Sandy,Rice,811.2344605,38.67479099,18.58,85.77,FALSE,FALSE,Rainy,62,4.07983779
Kharif     ,Bihar,1061,861.96,0.7895,South,Sandy,Wheat,782.8080488,32.5916357,18.67,85.76,TRUE,FALSE,Rainy,138,5.975650146
Whole Year ,Bihar,1061,83931.54,64.80361111,West,Peaty,Wheat,761.6731266,35.9927303,18.5,84.36,TRUE,FALSE,Rainy,146,5.886492516
Rabi       ,Bihar,1061,3842.85,1.402173913,South,Peaty,Cotton,801.1268878,37.8494807,18.51,84.03,FALSE,FALSE,Rainy,95,5.539043741
Whole Year ,Bihar,1061,3495.69,1.788333333,West,Clay,Wheat,563.9728853,26.55129772,17.72,86.04,FALSE,FALSE,Rainy,87,4.014308729
Kharif     ,Bihar,1061,5189.25,0.917407407,East,Sandy,Wheat,421.6802647,17.9140506,17.54,85.98,TRUE,TRUE,Cloudy,108,5.586746244
Rabi       ,Bihar,1061,710959.59,1.676315789,North,Peaty,Rice,351.2858426,19.76280713,17.81,86.02,TRUE,TRUE,Sunny,139,4.148174037
Kharif     ,Chhattisgarh,1274.7,18250.98,0.592962963,North,Clay,Rice,756.6164752,15.46734,17.61,84.48,FALSE,TRUE,Rainy,87,5.05486753
Kharif     ,Chhattisgarh,1274.7,48.18,0.518333333,West,Silt,Rice,213.0648298,35.05103007,17.61,85.54,TRUE,FALSE,Rainy,105,2.88729522
Whole Year ,Chhattisgarh,1274.7,351.45,36.92791667,West,Silt,Wheat,863.4075098,26.11720219,17.7,85.16,FALSE,FALSE,Cloudy,101,4.715910724
Rabi       ,Chhattisgarh,1274.7,825.99,1.163636364,South,Loam,Barley,824.8830971,21.76730109,18.09,84.92,FALSE,FALSE,Rainy,144,4.424690838
Rabi       ,Chhattisgarh,1274.7,15.84,0.234,South,Loam,Barley,549.942649,24.60987772,18.3,86.09,FALSE,TRUE,Rainy,111,3.70677805
Whole Year ,Chhattisgarh,1274.7,19.47,0,North,Peaty,Cotton,839.6680354,34.27374834,17.8,86.03,TRUE,FALSE,Sunny,106,6.073459055
Whole Year ,Chhattisgarh,1274.7,739.2,0.2684,North,Peaty,Cotton,281.254641,20.26975705,17.94,86.1,TRUE,TRUE,Rainy,80,3.705316065
Whole Year ,Chhattisgarh,1274.7,19.47,0.976666667,North,Clay,Rice,715.7594927,30.46639457,18.03,85.51,FALSE,FALSE,Sunny,61,3.653356709
Whole Year ,Chhattisgarh,1274.7,2274.03,0.496666667,West,Sandy,Wheat,682.464077,33.55307523,18.01,84.23,TRUE,FALSE,Sunny,111,4.989165552
Whole Year ,Chhattisgarh,1274.7,351.12,2.71,East,Loam,Maize,319.2765599,19.36669307,18.15,85.42,TRUE,FALSE,Cloudy,61,3.438220014
Whole Year ,Chhattisgarh,1274.7,579.81,1.637142857,East,Clay,Barley,131.8060778,27.38784069,18.19,84.98,FALSE,FALSE,Rainy,65,1.242359296
Rabi       ,Chhattisgarh,1274.7,96776.79,1.113076923,West,Peaty,Barley,951.8104618,19.42552619,18.38,84.67,TRUE,FALSE,Sunny,130,6.494201053
Kharif     ,Chhattisgarh,1274.7,9601.35,1.434285714,South,Clay,Soybean,410.7304661,33.8532307,18.18,83.44,TRUE,TRUE,Rainy,75,5.048719787
Kharif     ,Chhattisgarh,1274.7,14473.47,0.324347826,East,Peaty,Cotton,310.6157734,25.84908558,18.2,83.65,FALSE,TRUE,Cloudy,85,3.115385087
Rabi       ,Chhattisgarh,1274.7,461.67,0.294166667,South,Loam,Rice,580.4059406,30.52295375,18.7,83.45,FALSE,TRUE,Rainy,76,5.129450991
Whole Year ,Chhattisgarh,1274.7,1650,0.836666667,North,Chalky,Barley,185.0718379,16.42163149,18.24,85.48,FALSE,TRUE,Sunny,67,3.234410156
Kharif     ,Chhattisgarh,1274.7,45.87,0,North,Chalky,Maize,406.6582091,22.52224298,18.31,84.85,TRUE,FALSE,Sunny,92,3.859141004
Rabi       ,Chhattisgarh,1274.7,111606.66,0.924347826,South,Silt,Maize,648.6504946,36.11321145,18.4,83.52,FALSE,TRUE,Sunny,71,5.087161655
Rabi       ,Chhattisgarh,1274.7,9041.34,0.40125,North,Clay,Wheat,487.9808353,26.15694284,18.22,83.4,TRUE,TRUE,Sunny,71,5.112131468
